2.5972,0.37638
3.3333,0.53325
NaN,NaN
3.2693,0.70305
2.7601,0.4485
3.1941,1.0054
2.7045,0.73223
2.8774,0.99132
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
2.9454,0.78527
NaN,NaN
2.2897,0.64515
2.1908,0.41981
2.6072,0.56363
0.068669,0.028274
2.3364,0.60878
NaN,NaN
NaN,NaN
2.5941,0.7948
2.8958,0.8261
3.9399,2.8639
1.4735,0.3109
1.4757,0.46156
1.9413,0.3889
2.4408,0.50173
2.3861,0.3729
1.1593,0.37722
2.147,0.39585
1.9978,0.40966
2.6621,0.71765
2.2191,0.65386
2.8109,0.61529
NaN,NaN
1.4668,0.29933
3.2202,0.60284
2.8664,0.65404
NaN,NaN
2.8695,0.56163
NaN,NaN
0.12868,0.092535
2.7696,0.45105
2.5329,0.41805
1.4989,0.32938
1.2315,0.30233
3.1946,0.98049
NaN,NaN
2.5185,0.69974
2.615,0.93098
2.9857,0.60573
2.8392,0.53492
2.5346,0.35391
2.5393,0.61477
1.0455,0.5208
2.0079,0.91424
2.3049,0.37681
1.959,0.51883
2.4622,0.44383
6.0975,2.0355
2.9669,0.61085
2.7449,0.60289
0.3106,0.10388
2.4596,0.3792
2.2062,0.32681
12.761,3.1008
2.9724,0.69914
1.7513,0.5122
1.9529,2.3004
NaN,NaN
2.3203,0.67383
2.453,0.46492
1.3543,0.49229
2.3384,0.97791
1.9749,0.47515
2.2624,0.37828
2.4553,0.60364
1.2786,0.21978
5.1177,3.3408
2.8287,0.44701
1.951,0.46617
4.151,2.2385
1.6725,1.1454
NaN,NaN
NaN,NaN
2.8712,0.64888
2.1256,0.47375
3.557,3.9016
2.8496,0.59817
2.5431,0.51424
NaN,NaN
2.957,0.6082
2.1543,0.55979
16.905,10.033
NaN,NaN
