2.778,0.46103
2.2829,0.66356
1.8671,0.41613
2.6276,0.99632
NaN,NaN
2.4917,0.35843
2.303,0.51957
1.5026,0.20363
2.4793,0.43549
2.5017,0.40605
2.5132,0.42626
3.0224,0.67078
1.6606,0.27809
2.829,0.79481
2.2813,0.53146
1.7422,0.21833
2.2604,0.40199
2.0026,0.34345
2.2182,0.38601
2.629,0.41423
2.9371,0.54968
2.3207,0.87363
2.0181,0.46163
2.2773,0.484
2.027,0.31125
1.631,0.18335
1.1975,0.16329
2.2663,0.43475
1.8859,0.24313
2.4494,0.33131
2.731,0.44023
2.0494,0.21312
2.4303,0.46554
2.3673,0.47892
2.5365,0.49446
NaN,NaN
2.4351,0.43437
2.4915,0.42146
1.5324,0.209
2.1818,0.57364
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
NaN,NaN
